College Name,Genders Accepted,Total811Student811Enrollments,Total Faculty,Established Year,University,City,State,College Type,Average Fees
Rustamji Institute of Technology,Co-Ed,1811,46,1999,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Gwalior,Madhya Pradesh,Private,234700
Rao Bahadur Y Mahabaleshwarappa Engineering College,Co-Ed,2478,192,1980,"Visvesvaraya Technological University, Belagavi",Ballari,Karnataka,Private,116461.5385
RC Patel Institute of Technology,Co-Ed,2161,115,2001,"Dr Babasaheb Ambedkar Technological University, Lonere",Shirpur,Maharashtra,Private,416000
IFET College of Engineering,Co-Ed,2195,197,1998,"Anna University, Chennai",Kengarampalayam,Tamil Nadu,Private,195714.2857
Azad Institute of Engineering and Technology,Co-Ed,811,74,1998,"Dr APJ Abdul Kalam Technical University, Lucknow",Lucknow,Uttar Pradesh,Private,243000
Rai University,Co-Ed,1856,60,2012,,Saroda,Gujarat,Private,171297.8723
Sikkim Manipal University,Co-Ed,11592,365,1995,,Gangtok,Sikkim,Private,1261238.806
JSPMs Bhivarabai Sawant Institute of Technology and Research,Co-Ed,1810,124,2009,"Savitribai Phule Pune University, Pune",Pune,Maharashtra,Private,319222.2222
Mangalayatan University,Co-Ed,1777,60,2006,,Beswan,Uttar Pradesh,Private,184661.5385
Quantum University,Co-Ed,785,74,2017,,Roorkee,Uttarakhand,Private,191677.4194
DRK College of Engineering and Technology,Co-Ed,811,158,2006,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana,Private,120775
Shram Sadhana Bombay Trust's College of Engineering and Technology,Co-Ed,2594,103,1983,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Jalgaon,Maharashtra,Private,240636.3636
Watumull Institute of Electronics Engineering and Computer Technology,Co-Ed,323,33,1981,"University of Mumbai, Mumbai",Mumbai,Maharashtra,Private,436000
Patel Institute of Technology,Co-Ed,811,112,2007,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh,Private,160020
Datta Meghe Institute of Engineering Technology and Research,Co-Ed,1802,152,2008,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Wardha,Maharashtra,Private,279500
Ambalika Institute of Management and Technology,Co-Ed,1794,145,2008,"Dr APJ Abdul Kalam Technical University, Lucknow",Lucknow,Uttar Pradesh,Private,235636.3636
Acropolis Technical Campus,Co-Ed,239,150,2009,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Indore,Madhya Pradesh,Private,223400
Dr DY Patil Biotechnology and Bioinformatics Institute,Co-Ed,811,44,2003,"Dr DY Patil University, Navi Mumbai",Navi Mumbai,Maharashtra,Private,453750
ICFAI University,Co-Ed,474,35,2008,,Ranchi,Jharkhand,Private,206636.3636
Tantia University,Co-Ed,3599,81,2013,,Sri Ganganagar,Rajasthan,Private,147708.3333
SKN Sinhgad Institute of Technology and Science,Co-Ed,1125,126,2011,"Savitribai Phule Pune University, Pune",Pune,Maharashtra,Private,357600
ISL Engineering College,Co-Ed,811,129,2008,"Osmania University, Hyderabad",Hyderabad,Telangana,Private,114888.8889
Shadan College of Engineering and Technology,Co-Ed,1222,172,1995,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana,Private,126000
Rajadhani Institute of Engineering and Technology,Co-Ed,1447,128,2009,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Thiruvananthapuram,Kerala,Private,343200
Prof Ram Meghe Institute of Technology and Research,Co-Ed,4061,124,1983,"Sant Gadge Baba Amravati University, Amravati",Mhasala,Maharashtra,Private,312913.0435
GIET Engineering College,Co-Ed,992,84,2005,"Jawaharlal Nehru Technological University, Kakinada",Chakradwarabandham,Andhra Pradesh,Private,129142.8571
Babu Banarsi Das Institute of Technology,Co-Ed,811,109,2000,"Dr APJ Abdul Kalam Technical University, Lucknow",Ghaziabad,Uttar Pradesh,Private,269000
B K Birla Institute of Engineering and Technology,Co-Ed,1195,80,2007,"Bikaner Technical University, Bikaner",Pilani,Rajasthan,Private,363000
Sir Padampat Singhania University,Co-Ed,358,49,2008,,Udaipur,Rajasthan,Private,414086.9565
GIET College of Engineering,Co-Ed,880,85,2009,"Jawaharlal Nehru Technological University, Kakinada",Diwancheruvu,Andhra Pradesh,Private,140000
KPR Institute of Engineering and Technology,Co-Ed,2902,209,2009,"Anna University, Chennai",Coimbatore,Tamil Nadu,Private,160000
KG Reddy College of Engineering and Technology,Co-Ed,1488,127,2008,"Jawaharlal Nehru Technological University, Hyderabad",Chilkur,Telangana,Private,230000
Birla Institute of Applied Sciences,Co-Ed,479,19,1969,"Uttarakhand Technical University, Dehradun",Bhimtal,Uttarakhand,Private,475166.6667
PNS Institute of Technology,Co-Ed,811,102,2009,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka,Private,159187.5
Peoples University,Co-Ed,4285,21,2011,,Bhopal,Madhya Pradesh,Private,1759646.154
Baddi University of Emerging Sciences and Technology,Co-Ed,1348,59,2009,,Baddi,Himachal Pradesh,Private,218031.3725
Paladugu Nagaiah Chowdary and Vijai Institute of Engineering and Technology,Co-Ed,240,76,2008,"Jawaharlal Nehru Technological University, Kakinada",Repudi,Andhra Pradesh,Private,155111.1111
MERI College of Engineering and Technology,Co-Ed,811,27,1987,"Maharshi Dayanand University, Rohtak",Garhi Sampla,Haryana,Private,209714.2857
Nadimpalli Satyanarayana Raju Institute of Technology,Co-Ed,811,136,2008,"Jawaharlal Nehru Technological University, Kakinada",Visakhapatnam,Andhra Pradesh,Private,143700
Usha Rama College of Engineering and Technology,Co-Ed,2328,189,2008,"Jawaharlal Nehru Technological University, Kakinada",Krishna,Andhra Pradesh,Private,131142.8571
Pydah College of Engineering and Technology,Co-Ed,1138,118,2002,"Jawaharlal Nehru Technological University, Kakinada",Visakhapatnam,Andhra Pradesh,Private,124563.6364
Noorul Islam Centre For Higher Education,Co-Ed,1671,255,2008,,Kanyakumari,Tamil Nadu,Private,213882.3529
Kasireddy Narayan Reddy College of Engineering and Research,Co-Ed,1819,177,2008,"Jawaharlal Nehru Technological University, Hyderabad",Rangareddy,Telangana,Private,133062.5
Holy Mary Institute of Technology and Science,Co-Ed,2170,239,2001,"Jawaharlal Nehru Technological University, Hyderabad",Rayaraopet,Telangana,Private,144882.3529
Babaria Institute of Technology,Co-Ed,2693,125,2004,"Gujarat Technological University, Ahmedabad",Varanama,Gujarat,Private,387636.3636
Avanthi Institute of Engineering and Technology,Co-Ed,1303,143,1991,"Jawaharlal Nehru Technological University, Hyderabad",Ranga Reddy Pally,Andhra Pradesh,Private,154363.6364
Medi-Caps University,Co-Ed,4828,331,2015,,Indore,Madhya Pradesh,Private,263378.3784
Nalanda Institute of Engineering and Technology,Co-Ed,1176,178,2001,"Jawaharlal Nehru Technological University, Kakinada",Guntur,Andhra Pradesh,Private,153506.25
Mewar University,Co-Ed,1203,152,2008,,Chittorgarh,Rajasthan,Private,196701.4925
Velammal Institute of Technology,Co-Ed,1508,118,2008,"Anna University, Chennai",Chennai,Tamil Nadu,Private,160000
St Mary's Group of Institutions College of Engineering and Technology,Co-Ed,811,226,1996,"Jawaharlal Nehru Technological University, Hyderabad",Desh Mukhi,Telangana,Private,125181.8182
St Ann's College of Engineering and Technology,Co-Ed,3232,241,2001,"Jawaharlal Nehru Technological University, Kakinada",Nayani Palli Rural,Andhra Pradesh,Private,119937.5
Marathwada Mitra Mandal's Institute of Technology,Co-Ed,690,35,2008,"Savitribai Phule Pune University, Pune",Shinde Wasti,Maharashtra,Private,289500
KLS Vishwanathrao Deshpande Rural Institute of Technology,Co-Ed,811,114,2004,"Visvesvaraya Technological University, Belagavi",Haliyal,Karnataka,Private,346142.8571
KGiSL Institute of Technology,Co-Ed,1161,126,2008,"Anna University, Chennai",Coimbatore,Tamil Nadu,Private,300000
Institute of Technology and Management,Co-Ed,509,139,2009,"Dr APJ Abdul Kalam Technical University, Lucknow",Navi Kot Nandana,Uttar Pradesh,Private,215562.5
Ideal Institute of Technology,Co-Ed,811,166,1998,"Dr APJ Abdul Kalam Technical University, Lucknow",Ghaziabad,Uttar Pradesh,Private,310000
Bengal College of Engineering,Co-Ed,459,36,2009,"Maulana Abul Kalam Azad University of Technology, Kolkata",Durgapur,West Bengal,Private,358000
AKS University,Co-Ed,8324,115,2011,,Satna,Madhya Pradesh,Private,117358.0247
Aditya Silver Oak Institute of Technology,Co-Ed,1803,83,2014,"Gujarat Technological University, Ahmedabad",Ahmedabad,Gujarat,Private,252000
SAL College of Engineering,Co-Ed,347,121,2012,"Gujarat Technological University, Ahmedabad",Ahmedabad,Gujarat,Private,241111.1111
Panipat Institute of Engineering and Technology,Co-Ed,3034,181,2006,"Kurukshetra University, Kurukshetra",Bapura,Haryana,Private,261250
AP Shah Institute of Technology,Co-Ed,1396,51,2014,"University of Mumbai, Mumbai",Thane,Maharashtra,Private,451000
MGM's College of Engineering,Co-Ed,1767,92,1984,"Dr Babasaheb Ambedkar Technological University, Lonere",Nanded,Maharashtra,Private,285454.5455
St Vincent Pallotti College of Engineering and Technology,Co-Ed,1859,133,2004,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra,Private,342000
Calicut University Institute of Engineering Technology,Co-Ed,811,73,2001,"University of Calicut, Malappuram",Pallikal,Kerala,Private,155000
Oriental College of Technology,Co-Ed,811,165,2002,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh,Private,235200
Rajiv Gandhi College of Engineering and Technology,Co-Ed,1709,146,1999,"Pondicherry University, Puducherry",Kirumampakkam,Puducherry,Private,99800
Kurukshetra Institute of Technology and Management,Co-Ed,267,31,2007,"Kurukshetra University, Kurukshetra",Garhi Roran,Haryana,Private,219416.25
Ideal Institute of Technology,Co-Ed,896,81,2009,"Jawaharlal Nehru Technological University, Kakinada",Kakinada,Andhra Pradesh,Private,168000
Ellenki College of Engineering and Technology,Co-Ed,811,312,1999,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana,Private,96812.5
Balaji Institute of Technology and Science,Co-Ed,1911,232,2001,"Jawaharlal Nehru Technological University, Hyderabad",Laknepally,Telangana,Private,115428.5714
UKA Tarsadia University,Co-Ed,10183,541,2011,,Bardoli,Gujarat,Private,263786.4486
Baba Saheb Ambedkar Technical Education Society,Co-Ed,811,69,1995,"Maharshi Dayanand University, Rohtak",New Delhi,Delhi,Private,146350
Vidya Vihar Institute of Technology,Co-Ed,364,47,2009,"Aryabhatta Knowledge University, Patna",Maranga,Bihar,Private,273000
Universal College of Engineering and Research,Co-Ed,409,9,2010,"Savitribai Phule Pune University, Pune",Shindevadi,Maharashtra,Private,217500
Swarna Bharathi Institute of Science and Technology,Co-Ed,1724,158,2003,"Jawaharlal Nehru Technological University, Hyderabad",Khammam,Telangana,Private,132315.3846
Sree Rama Engineering College,Co-Ed,811,163,2008,"Jawaharlal Nehru Technological University, Anantapur",Tirupati,Andhra Pradesh,Private,119833.3333
Shree Swami Atmanand Saraswati Institute of Technology,Co-Ed,1942,52,2009,"Gujarat Technological University, Ahmedabad",Surat,Gujarat,Private,292000
Raj Kumar Goel Institute of Technology and Management,Co-Ed,811,96,2008,"Dr APJ Abdul Kalam Technical University, Lucknow",Ghaziabad,Uttar Pradesh,Private,341000
Pydah College of Engineering,Co-Ed,672,147,2009,"Jawaharlal Nehru Technological University, Kakinada",Chollangi Peta,Andhra Pradesh,Private,106875
PR Pote College of Engineering and Management,Co-Ed,2181,82,2009,"Sant Gadge Baba Amravati University, Amravati",Amravati,Maharashtra,Private,248000
RMD Sinhgad School of Engineering,Co-Ed,2811,170,2011,"Savitribai Phule Pune University, Pune",Pune,Maharashtra,Private,307750
NDMVP Samaj's Karmaveer Adv Baburao Ganpatrao Thakare College of Engineering,Co-Ed,1904,112,1999,"Savitribai Phule Pune University, Pune",Nashik,Maharashtra,Private,301666.6667
Nagpur Institute of Technology,Co-Ed,1228,86,2008,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Mahurzari,Maharashtra,Private,296000
GS Mandal's Marathwada Institute of Technology,Co-Ed,2973,155,1975,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad",Aurangabad,Maharashtra,Private,201428.5714
KC College of Engineering and Management Studies and Research,Co-Ed,1099,50,2001,"University of Mumbai, Mumbai",Thane,Maharashtra,Private,460000
Ideal Institute of Engineering,Co-Ed,780,46,2010,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kalyani,West Bengal,Private,320000
Galaxy Global Imperial Technical Campus,Co-Ed,811,74,,"Kurukshetra University, Kurukshetra",Landha,Haryana,Private,191454.5455
Raja Balwant Singh Engineering Technical Campus,Co-Ed,1527,25,1996,"Dr APJ Abdul Kalam Technical University, Lucknow",Bichpuri,Uttar Pradesh,Private,282928.5714
Chaitanya Institute of Technology and Science,Co-Ed,1231,83,2010,"Kakatiya University, Warangal",Hanamkonda,Telangana,Private,130250
Camellia Institute of Technology,Co-Ed,1263,116,2007,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kolkata,West Bengal,Private,251000
Anand Engineering College,Co-Ed,1050,93,1998,"Dr APJ Abdul Kalam Technical University, Lucknow",Runkata,Uttar Pradesh,Private,337928.5714
Aligarh College of Engineering and Technology,Co-Ed,773,127,2001,"Dr APJ Abdul Kalam Technical University, Lucknow",Aligarh,Uttar Pradesh,Private,203333.3333
University of Engineering and Management,Co-Ed,844,57,2011,,Jaipur,Rajasthan,Private,215900
MVSR Engineering College,Co-Ed,3843,239,1981,"Osmania University, Hyderabad",Nadergul,Telangana,Private,276355.5556
Mohammad Ali Jauhar University,Co-Ed,1760,60,2006,,Rampur,Uttar Pradesh,Private,80170.09346
MET Bhujbal Knowledge City,Co-Ed,2688,247,,"Savitribai Phule Pune University, Pune",Nashik,Maharashtra,Private,229739.1304
GSFC University,Co-Ed,1085,27,2014,,Vadodara,Gujarat,Private,295380
KIIT Polytechnic,Co-Ed,920,52,1995,,Bhubaneswar,Odisha,Private,79500
Brainware University,Co-Ed,1119,98,2016,,Kolkata,West Bengal,Private,239446.1538
Anand Institute of Higher Technology,Co-Ed,1353,167,2000,"Anna University, Chennai",Kazhipathur,Tamil Nadu,Private,160000
Cochin Institute of Science and Technology,Co-Ed,629,135,2012,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Eattappilly,Kerala,Private,212000
Vastu Kala Academy,Co-Ed,283,13,1993,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi,Private,335500
RK University,Co-Ed,765,365,2011,,Rajkot,Gujarat,Private,206244.898
Sri Aurobindo Institute of Technology,Co-Ed,1058,117,2009,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhawrasla,Madhya Pradesh,Private,153200
Seacom Engineering College,Co-Ed,951,113,2006,"Maulana Abul Kalam Azad University of Technology, Kolkata",Jala Dhulagiri,West Bengal,Private,996666.6667
Rajarshi Shahu College of Engineering,Co-Ed,3244,279,2001,"Savitribai Phule Pune University, Pune",Pimpri-Chinchwad,Maharashtra,Private,288882.3529
Paavai Engineering College,Co-Ed,3598,334,2001,"Anna University, Chennai",Puduchatram,Tamil Nadu,Private,147692.3077
Mallabhum Institute of Technology,Co-Ed,1253,76,2002,"Maulana Abul Kalam Azad University of Technology, Kolkata",Here Parbbat,West Bengal,Private,315000
Lords Institute of Engineering and Technology,Co-Ed,2236,229,2002,"Osmania University, Hyderabad",Hyderabad,Telangana,Private,147333.3333
Gopalan College of Engineering and Management,Co-Ed,693,55,2010,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka,Private,149000
Gates Institute of Technology,Co-Ed,2484,171,2001,"Jawaharlal Nehru Technological University, Anantapur",Gooty,Andhra Pradesh,Private,121000
Finolex Academy of Management and Technology,Co-Ed,1642,84,1996,"University of Mumbai, Mumbai",Ratnagiri,Maharashtra,Private,261750
Devineni Venkata Ramana and Dr Hima Sekhar MIC College of Technology,Co-Ed,3362,247,2002,"Jawaharlal Nehru Technological University, Kakinada",Saidapuram,Andhra Pradesh,Private,148412.5
Jagannath University,Co-Ed,3518,118,2008,,Jaisinghpura,Rajasthan,Private,267106.383
Jawahar Education Society's AC Patil College of Engineering,Co-Ed,2422,93,1992,"University of Mumbai, Mumbai",Navi Mumbai,Maharashtra,Private,252000
Sri Venkateswaraa College of Technology,Co-Ed,253,82,2010,"Anna University, Chennai",Sriperumbudur,Tamil Nadu,Private,160000
Sri Chaitanya Engineering College,Co-Ed,56,141,2002,"Jawaharlal Nehru Technological University, Kakinada",Visakhapatnam,Andhra Pradesh,Private,98444.44444
Siddhartha Institute of Technology and Sciences,Co-Ed,1901,267,2008,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana,Private,44925
Shri Madhwa Vadiraja Institute of Technology and Management,Co-Ed,1221,77,2010,"Visvesvaraya Technological University, Belagavi",Udupi,Karnataka,Private,200000
Shivalik College of Engineering,Co-Ed,1287,101,2008,"Uttarakhand Technical University, Dehradun",Singhniwala,Uttarakhand,Private,200333.3333
Sanghvi Institute of Management and Science,Co-Ed,1487,93,2006,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Indore,Madhya Pradesh,Private,188466.6667
Sahrdaya College of Engineering and Technology,Co-Ed,1554,120,2002,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Thrissur,Kerala,Private,299000
Marian Engineering College,Co-Ed,1645,110,2001,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Thiruvananthapuram,Kerala,Private,331375
Coorg Institute of Technology,Co-Ed,666,65,1999,"Visvesvaraya Technological University, Belagavi",Halligattu,Karnataka,Private,220000
Camellia Institute of Engineering and Technology,Co-Ed,870,86,2010,"Maulana Abul Kalam Azad University of Technology, Kolkata",Bardhaman,West Bengal,Private,325000
Brilliant Grammar School Educational Society's Group of Institutions,Co-Ed,1053,328,2008,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana,Private,159473.6842
Aurora's Engineering College,Co-Ed,1000,221,1998,"Jawaharlal Nehru Technological University, Hyderabad",Nalgonda,Telangana,Private,173272.7273
Anurag Engineering College,Co-Ed,1873,216,2001,"Jawaharlal Nehru Technological University, Hyderabad",Nalgonda,Telangana,Private,121152.6316
Abha Gaikwad-Patil College of Engineering,Co-Ed,892,146,2009,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra,Private,261666.6667
RVS Technical Campus,Co-Ed,811,155,2009,"Anna University, Chennai",Coimbatore,Tamil Nadu,Private,147500
Sanaka Educational Trust's Group of Institutions,Co-Ed,627,74,2008,"Maulana Abul Kalam Azad University of Technology, Kolkata",Durgapur,West Bengal,Private,340571.4286
School of Aeronautics,Co-Ed,367,45,1992,"Rajasthan Technical University, Kota",Neemrana,Rajasthan,Private,683250
Visakha Institute of Engineering and Technology,Co-Ed,941,127,2008,"Jawaharlal Nehru Technological University, Kakinada",Visakhapatnam,Andhra Pradesh,Private,131945.4545
Sri Chaitanya Technical Campus,Co-Ed,811,157,2009,"Jawaharlal Nehru Technological University, Hyderabad",Sheriguda,Telangana,Private,135090.9091
